study_accession,sample_accession,submission_date,source,organism,strain,age,Strain,Age,sex,cell type,Sex
GSE45374,GSM1103354,2013,"MK Cells, input",Mus musculus,,,,,,megakaryocyte cells,
GSE45374,GSM1103355,2013,"MK Cells, Runx1 ChIP",Mus musculus,,,,,,megakaryocyte cells,
GSE45374,GSM1103356,2013,"MK Cells, P300 ChIP",Mus musculus,,,,,,megakaryocyte cells,
GSE45374,GSM1103357,2013,"Mature FL-derived megakaryocytes, WT",Mus musculus,,,,,,mature megakaryocytes,
GSE45374,GSM1103358,2013,"Mature FL-derived megakaryocytes, Runx1 KO",Mus musculus,,,,,,mature megakaryocytes,
GSE45374,GSM1103359,2013,"Mature FL-derived megakaryocytes, WT",Mus musculus,,,,,,mature megakaryocytes,
GSE45374,GSM1103360,2013,"Mature FL-derived megakaryocytes, Runx1 KO",Mus musculus,,,,,,mature megakaryocytes,
GSE45374,GSM1103361,2013,"Mature FL-derived megakaryocytes, WT",Mus musculus,,,,,,mature megakaryocytes,
GSE45374,GSM1103362,2013,"Mature FL-derived megakaryocytes, Runx1 KO",Mus musculus,,,,,,mature megakaryocytes,
GSE45382,GSM1103413,2013,Peritoneal Cavity,Mus musculus,BALB/c,6-8 weeks,,,,F4/80+ thioglycolate-elicited peritoneal exudate cells,
GSE45382,GSM1103414,2013,Peritoneal Cavity,Mus musculus,BALB/c,6-8 weeks,,,,F4/80+ thioglycolate-elicited peritoneal exudate cells,
GSE45382,GSM1103415,2013,Peritoneal Cavity,Mus musculus,BALB/c,6-8 weeks,,,,F4/80+ thioglycolate-elicited peritoneal exudate cells,
GSE45382,GSM1103416,2013,Peritoneal Cavity,Mus musculus,BALB/c,6-8 weeks,,,,F4/80+ thioglycolate-elicited peritoneal exudate cells,
GSE45418,GSM1103985,2013,ES cells,Mus musculus,,,,,,ES cells,
GSE45418,GSM1103986,2013,ES cells,Mus musculus,,,,,,ES cells,
GSE45430,GSM1104140,2013,Lin*–Sca-1-Mac1lo/+c-Kit+ (FrII) cells,Mus musculus,C57/BL6,2-4 months,,,,,
GSE45430,GSM1104141,2013,Lin*–Sca-1-Mac1lo/+c-Kit+ (FrII) cells,Mus musculus,C57/BL6,2-4 months,,,,,
GSE45430,GSM1104142,2013,Lin*–Sca-1-Mac1lo/+c-Kit+ (FrII) cells,Mus musculus,C57/BL6,2-4 months,,,,,
GSE45430,GSM1104143,2013,CD45.1−CD45.2+Lin*–Sca-1-Mac1lo/+c-Kit+ (FrII) cells,Mus musculus,C57/BL6,2-4 months,,,,,
GSE45430,GSM1104144,2013,CD45.1−CD45.2+Lin*–Sca-1-Mac1lo/+c-Kit+ (FrII) cells,Mus musculus,C57/BL6,2-4 months,,,,,
GSE45430,GSM1104145,2013,CD45.1−CD45.2+Lin*–Sca-1-Mac1lo/+c-Kit+ (FrII) cells,Mus musculus,C57/BL6,2-4 months,,,,,
GSE45430,GSM1104146,2013,CD45.1−CD45.2+Lin*–Sca-1-Mac1lo/+c-Kit+ (FrII) cells,Mus musculus,C57/BL6,2-4 months,,,,,
GSE45430,GSM1104147,2013,CD45.1−CD45.2+Lin*–Sca-1-Mac1lo/+c-Kit+ (FrII) cells,Mus musculus,C57/BL6,2-4 months,,,,,
GSE45430,GSM1104148,2013,CD45.1−CD45.2+Lin*–Sca-1-Mac1lo/+c-Kit+ (FrII) cells,Mus musculus,C57/BL6,2-4 months,,,,,
GSE45433,GSM1104151,2013,Rat Carotid artery - Control,Rattus norvegicus,Sprague-Dawley,,,,,,
GSE45433,GSM1104152,2013,Rat Carotid artery - Balloon Injury Model,Rattus norvegicus,Sprague-Dawley,,,,,,
GSE45439,GSM1104330,2013,Monocyte-derived macrophages,Bos taurus,Holstein-Friesian,Four years old,,,,Monocyte-derived macrophages,Female
GSE45439,GSM1104331,2013,Monocyte-derived macrophages,Bos taurus,Holstein-Friesian,Four years old,,,,Monocyte-derived macrophages,Female
GSE45439,GSM1104332,2013,Monocyte-derived macrophages,Bos taurus,Holstein-Friesian,Four years old,,,,Monocyte-derived macrophages,Female
GSE45439,GSM1104333,2013,Monocyte-derived macrophages,Bos taurus,Holstein-Friesian,Four years old,,,,Monocyte-derived macrophages,Female
GSE45439,GSM1104334,2013,Monocyte-derived macrophages,Bos taurus,Holstein-Friesian,Four years old,,,,Monocyte-derived macrophages,Female
GSE45439,GSM1104335,2013,Monocyte-derived macrophages,Bos taurus,Holstein-Friesian,Four years old,,,,Monocyte-derived macrophages,Female
GSE45439,GSM1104336,2013,Monocyte-derived macrophages,Bos taurus,Holstein-Friesian,Four years old,,,,Monocyte-derived macrophages,Female
GSE45439,GSM1104337,2013,Monocyte-derived macrophages,Bos taurus,Holstein-Friesian,Four years old,,,,Monocyte-derived macrophages,Female
GSE45439,GSM1104338,2013,Monocyte-derived macrophages,Bos taurus,Holstein-Friesian,Four years old,,,,Monocyte-derived macrophages,Female
GSE45439,GSM1104339,2013,Monocyte-derived macrophages,Bos taurus,Holstein-Friesian,Four years old,,,,Monocyte-derived macrophages,Female
GSE45439,GSM1104340,2013,Monocyte-derived macrophages,Bos taurus,Holstein-Friesian,Four years old,,,,Monocyte-derived macrophages,Female
GSE45439,GSM1104341,2013,Monocyte-derived macrophages,Bos taurus,Holstein-Friesian,Four years old,,,,Monocyte-derived macrophages,Female
GSE45439,GSM1104342,2013,Monocyte-derived macrophages,Bos taurus,Holstein-Friesian,Four years old,,,,Monocyte-derived macrophages,Female
GSE45439,GSM1104343,2013,Monocyte-derived macrophages,Bos taurus,Holstein-Friesian,Four years old,,,,Monocyte-derived macrophages,Female
GSE45440,GSM1104344,2013,"mouse embryo fibroblasts, untreated",Mus musculus,,,,,,MEFs,
GSE45440,GSM1104345,2013,"mouse embryo fibroblasts, doxycycline, 21d",Mus musculus,,,,,,MEFs,
GSE45440,GSM1104346,2013,"mouse embryo fibroblasts, doxycycline, 3TF, 21d",Mus musculus,,,,,,MEFs,
GSE45440,GSM1104347,2013,"mouse embryo fibroblasts, doxycycline, 8TF, 21d",Mus musculus,,,,,,MEFs,
GSE45440,GSM1104348,2013,"mouse embryo fibroblasts, doxycycline, 8TF, 21d, A2B5 sorted",Mus musculus,,,,,,MEFs,
GSE45440,GSM1104349,2013,oligodendrocyte progenitor cells,Mus musculus,,,,,,MEFs,
GSE45465,GSM1104784,2013,"01 day, Control",Mus musculus,B6C3F1/Crl (C57BL/6 male x C3H/He female),,,,,,
GSE45465,GSM1104785,2013,"01 day, Control",Mus musculus,B6C3F1/Crl (C57BL/6 male x C3H/He female),,,,,,
GSE45465,GSM1104786,2013,"01 day, Control",Mus musculus,B6C3F1/Crl (C57BL/6 male x C3H/He female),,,,,,
GSE45465,GSM1104787,2013,"01 day, Control",Mus musculus,B6C3F1/Crl (C57BL/6 male x C3H/He female),,,,,,
GSE45465,GSM1104788,2013,"01 day, Treated",Mus musculus,B6C3F1/Crl (C57BL/6 male x C3H/He female),,,,,,
GSE45465,GSM1104789,2013,"01 day, Treated",Mus musculus,B6C3F1/Crl (C57BL/6 male x C3H/He female),,,,,,
GSE45465,GSM1104790,2013,"01 day, Treated",Mus musculus,B6C3F1/Crl (C57BL/6 male x C3H/He female),,,,,,
GSE45465,GSM1104791,2013,"01 day, Treated",Mus musculus,B6C3F1/Crl (C57BL/6 male x C3H/He female),,,,,,
GSE45465,GSM1104792,2013,"01 day, Treated",Mus musculus,B6C3F1/Crl (C57BL/6 male x C3H/He female),,,,,,
GSE45465,GSM1104793,2013,"07 day, Control",Mus musculus,B6C3F1/Crl (C57BL/6 male x C3H/He female),,,,,,
GSE45465,GSM1104794,2013,"07 day, Control",Mus musculus,B6C3F1/Crl (C57BL/6 male x C3H/He female),,,,,,
GSE45465,GSM1104795,2013,"07 day, Control",Mus musculus,B6C3F1/Crl (C57BL/6 male x C3H/He female),,,,,,
GSE45465,GSM1104796,2013,"07 day, Control",Mus musculus,B6C3F1/Crl (C57BL/6 male x C3H/He female),,,,,,
GSE45465,GSM1104797,2013,"07 day, Control",Mus musculus,B6C3F1/Crl (C57BL/6 male x C3H/He female),,,,,,
GSE45465,GSM1104798,2013,"07 day, Treated",Mus musculus,B6C3F1/Crl (C57BL/6 male x C3H/He female),,,,,,
GSE45465,GSM1104799,2013,"07 day, Treated",Mus musculus,B6C3F1/Crl (C57BL/6 male x C3H/He female),,,,,,
GSE45465,GSM1104800,2013,"07 day, Treated",Mus musculus,B6C3F1/Crl (C57BL/6 male x C3H/He female),,,,,,
GSE45465,GSM1104801,2013,"07 day, Treated",Mus musculus,B6C3F1/Crl (C57BL/6 male x C3H/He female),,,,,,
GSE45465,GSM1104802,2013,"07 day, Treated",Mus musculus,B6C3F1/Crl (C57BL/6 male x C3H/He female),,,,,,
GSE45465,GSM1104803,2013,"28 day, Control",Mus musculus,B6C3F1/Crl (C57BL/6 male x C3H/He female),,,,,,
GSE45465,GSM1104804,2013,"28 day, Control",Mus musculus,B6C3F1/Crl (C57BL/6 male x C3H/He female),,,,,,
GSE45465,GSM1104805,2013,"28 day, Control",Mus musculus,B6C3F1/Crl (C57BL/6 male x C3H/He female),,,,,,
GSE45465,GSM1104806,2013,"28 day, Control",Mus musculus,B6C3F1/Crl (C57BL/6 male x C3H/He female),,,,,,
GSE45465,GSM1104807,2013,"28 day, Control",Mus musculus,B6C3F1/Crl (C57BL/6 male x C3H/He female),,,,,,
GSE45465,GSM1104808,2013,"28 day, Treated",Mus musculus,B6C3F1/Crl (C57BL/6 male x C3H/He female),,,,,,
GSE45465,GSM1104809,2013,"28 day, Treated",Mus musculus,B6C3F1/Crl (C57BL/6 male x C3H/He female),,,,,,
GSE45465,GSM1104810,2013,"28 day, Treated",Mus musculus,B6C3F1/Crl (C57BL/6 male x C3H/He female),,,,,,
GSE45465,GSM1104811,2013,"28 day, Treated",Mus musculus,B6C3F1/Crl (C57BL/6 male x C3H/He female),,,,,,
GSE45465,GSM1104812,2013,"28 day, Treated",Mus musculus,B6C3F1/Crl (C57BL/6 male x C3H/He female),,,,,,
GSE45465,GSM1104813,2013,"91 day, Control",Mus musculus,B6C3F1/Crl (C57BL/6 male x C3H/He female),,,,,,
GSE45465,GSM1104814,2013,"91 day, Control",Mus musculus,B6C3F1/Crl (C57BL/6 male x C3H/He female),,,,,,
GSE45465,GSM1104815,2013,"91 day, Control",Mus musculus,B6C3F1/Crl (C57BL/6 male x C3H/He female),,,,,,
GSE45465,GSM1104816,2013,"91 day, Control",Mus musculus,B6C3F1/Crl (C57BL/6 male x C3H/He female),,,,,,
GSE45465,GSM1104817,2013,"91 day, Control",Mus musculus,B6C3F1/Crl (C57BL/6 male x C3H/He female),,,,,,
GSE45465,GSM1104818,2013,"91 day, Treated",Mus musculus,B6C3F1/Crl (C57BL/6 male x C3H/He female),,,,,,
GSE45465,GSM1104819,2013,"91 day, Treated",Mus musculus,B6C3F1/Crl (C57BL/6 male x C3H/He female),,,,,,
GSE45465,GSM1104820,2013,"91 day, Treated",Mus musculus,B6C3F1/Crl (C57BL/6 male x C3H/He female),,,,,,
GSE45465,GSM1104821,2013,"91 day, Treated",Mus musculus,B6C3F1/Crl (C57BL/6 male x C3H/He female),,,,,,
GSE45465,GSM1104822,2013,"91 day, Treated",Mus musculus,B6C3F1/Crl (C57BL/6 male x C3H/He female),,,,,,
GSE45467,GSM1104871,2013,splenic macrophages - CD11c-CD11b+MCSFR+,Mus musculus,,,,,,macrophages - CD11c-CD11b+MCSFR+,
GSE45467,GSM1104872,2013,splenic macrophages - CD11c-CD11b+MCSFR+,Mus musculus,,,,,,macrophages - CD11c-CD11b+MCSFR+,
GSE45467,GSM1104873,2013,splenic macrophages - CD11c-CD11b+MCSFR+,Mus musculus,,,,,,macrophages - CD11c-CD11b+MCSFR+,
GSE45467,GSM1104874,2013,splenic granulocytes - CD11c-CD11b+Ly6C+MCSFR-,Mus musculus,,,,,,granulocytes - CD11c-CD11b+Ly6C+MCSFR-,
GSE45467,GSM1104875,2013,splenic granulocytes - CD11c-CD11b+Ly6C+MCSFR-,Mus musculus,,,,,,granulocytes - CD11c-CD11b+Ly6C+MCSFR-,
GSE45467,GSM1104876,2013,splenic granulocytes - CD11c-CD11b+Ly6C+MCSFR-,Mus musculus,,,,,,granulocytes - CD11c-CD11b+Ly6C+MCSFR-,
GSE45467,GSM1104877,2013,splenic DCs - CD3e-CD19-CD11c+,Mus musculus,,,,,,dendritic cells - CD3e-CD19-CD11c+,
GSE45467,GSM1104878,2013,splenic DCs - CD3e-CD19-CD11c+,Mus musculus,,,,,,dendritic cells - CD3e-CD19-CD11c+,
GSE45467,GSM1104879,2013,splenic DCs - CD3e-CD19-CD11c+,Mus musculus,,,,,,dendritic cells - CD3e-CD19-CD11c+,
GSE45467,GSM1104880,2013,bone marrow MDPs - lineage-sca1-CD127-CD117+MCSFR+,Mus musculus,,,,,,myelo-dendritic progenitors - lineage-sca1-CD127-CD117+MCSFR+,
GSE45467,GSM1104881,2013,bone marrow MDPs - lineage-sca1-CD127-CD117+MCSFR+,Mus musculus,,,,,,myelo-dendritic progenitors - lineage-sca1-CD127-CD117+MCSFR+,
GSE45467,GSM1104882,2013,bone marrow MDPs - lineage-sca1-CD127-CD117+MCSFR+,Mus musculus,,,,,,myelo-dendritic progenitors - lineage-sca1-CD127-CD117+MCSFR+,
GSE45467,GSM1104883,2013,bone marrow MDPs - lineage-sca1-CD127-CD117+MCSFR+,Mus musculus,,,,,,myelo-dendritic progenitors - lineage-sca1-CD127-CD117+MCSFR+,
GSE45467,GSM1104884,2013,bone marrow MDPs - lineage-sca1-CD127-CD117+MCSFR+,Mus musculus,,,,,,myelo-dendritic progenitors - lineage-sca1-CD127-CD117+MCSFR+,
GSE45467,GSM1104885,2013,bone marrow MDPs - lineage-sca1-CD127-CD117+MCSFR+,Mus musculus,,,,,,myelo-dendritic progenitors - lineage-sca1-CD127-CD117+MCSFR+,
GSE45467,GSM1104886,2013,bone marrow MDPs - lineage-sca1-CD127-CD117+MCSFR+,Mus musculus,,,,,,myelo-dendritic progenitors - lineage-sca1-CD127-CD117+MCSFR+,
GSE45467,GSM1104887,2013,bone marrow MDPs - lineage-sca1-CD127-CD117+MCSFR+,Mus musculus,,,,,,myelo-dendritic progenitors - lineage-sca1-CD127-CD117+MCSFR+,
GSE45467,GSM1104888,2013,bone marrow MDPs - lineage-sca1-CD127-CD117+MCSFR+,Mus musculus,,,,,,myelo-dendritic progenitors - lineage-sca1-CD127-CD117+MCSFR+,
GSE45467,GSM1104889,2013,bone marrow MDPs - lineage-sca1-CD127-CD117+MCSFR+,Mus musculus,,,,,,myelo-dendritic progenitors - lineage-sca1-CD127-CD117+MCSFR+,
GSE45467,GSM1104890,2013,bone marrow MDPs - lineage-sca1-CD127-CD117+MCSFR+,Mus musculus,,,,,,myelo-dendritic progenitors - lineage-sca1-CD127-CD117+MCSFR+,
GSE45474,GSM1105124,2013,embryoid body,Mus musculus,,,,,,,
GSE45474,GSM1105125,2013,embryoid body,Mus musculus,,,,,,,
GSE45474,GSM1105126,2013,embryoid body,Mus musculus,,,,,,,
GSE45474,GSM1105127,2013,embryoid body,Mus musculus,,,,,,,
GSE45474,GSM1105128,2013,embryoid body,Mus musculus,,,,,,,
GSE45474,GSM1105129,2013,embryoid body,Mus musculus,,,,,,,
GSE45474,GSM1105130,2013,embryoid body,Mus musculus,,,,,,,
GSE45474,GSM1105131,2013,embryoid body,Mus musculus,,,,,,,
GSE45474,GSM1105132,2013,embryoid body,Mus musculus,,,,,,,
GSE45474,GSM1105133,2013,embryoid body,Mus musculus,,,,,,,
GSE45474,GSM1105134,2013,embryoid body,Mus musculus,,,,,,,
GSE45474,GSM1105135,2013,embryoid body,Mus musculus,,,,,,,
GSE45474,GSM1105136,2013,embryoid body,Mus musculus,,,,,,,
GSE45474,GSM1105137,2013,embryoid body,Mus musculus,,,,,,,
GSE45474,GSM1105138,2013,embryoid body,Mus musculus,,,,,,,
GSE45474,GSM1105139,2013,embryoid body,Mus musculus,,,,,,,
GSE45474,GSM1105140,2013,embryoid body,Mus musculus,,,,,,,
GSE45474,GSM1105141,2013,embryoid body,Mus musculus,,,,,,,
GSE45474,GSM1105142,2013,embryoid body,Mus musculus,,,,,,,
GSE45474,GSM1105143,2013,embryoid body,Mus musculus,,,,,,,
GSE45474,GSM1105144,2013,embryoid body,Mus musculus,,,,,,,
GSE45474,GSM1105145,2013,embryoid body,Mus musculus,,,,,,,
GSE45474,GSM1105146,2013,embryoid body,Mus musculus,,,,,,,
GSE45474,GSM1105147,2013,embryoid body,Mus musculus,,,,,,,
GSE45474,GSM1105148,2013,embryoid body,Mus musculus,,,,,,,
GSE45474,GSM1105149,2013,embryoid body,Mus musculus,,,,,,,
GSE45474,GSM1105150,2013,embryoid body,Mus musculus,,,,,,,
GSE45474,GSM1105151,2013,embryoid body,Mus musculus,,,,,,,
GSE45474,GSM1105152,2013,embryoid body,Mus musculus,,,,,,,
GSE45474,GSM1105153,2013,embryoid body,Mus musculus,,,,,,,
GSE45474,GSM1105154,2013,embryoid body,Mus musculus,,,,,,,
GSE45474,GSM1105155,2013,embryoid body,Mus musculus,,,,,,,
GSE45474,GSM1105156,2013,embryoid body,Mus musculus,,,,,,,
GSE45481,GSM1105418,2013,Peritoneum cavity,Mus musculus,,,,,,PtC+ CLL cells,
GSE45481,GSM1105419,2013,Peritoneum cavity,Mus musculus,,,,,,PtC- CLL cells,
GSE45481,GSM1105420,2013,Peritoneum cavity,Mus musculus,,,,,,PtC+ CLL cells,
GSE45481,GSM1105421,2013,Peritoneum cavity,Mus musculus,,,,,,PtC- CLL cells,
GSE45481,GSM1105422,2013,Spleen,Mus musculus,,,,,,PtC+ CLL cells,
GSE45481,GSM1105423,2013,Spleen,Mus musculus,,,,,,PtC- CLL cells,
GSE45481,GSM1105424,2013,Peritoneum cavity,Mus musculus,,,,,,Young PtC+ CLL cells,
GSE45481,GSM1105425,2013,Peritoneum cavity,Mus musculus,,,,,,Young PtC- CLL cells,
GSE45481,GSM1105426,2013,Peritoneum cavity,Mus musculus,,,,,,PtC+ CLL cells,
GSE45481,GSM1105427,2013,Peritoneum cavity,Mus musculus,,,,,,PtC- CLL cells,
GSE45481,GSM1105428,2013,Spleen,Mus musculus,,,,,,PtC+ CLL cells,
GSE45481,GSM1105429,2013,Spleen,Mus musculus,,,,,,PtC- CLL cells,
GSE45487,GSM1105564,2013,"Mouse preosteoblast MC3T3-E1 cells, mock treated",Mus musculus,C57BL/6,,,,,preosteoblasts,
GSE45487,GSM1105565,2013,"Mouse preosteoblast MC3T3-E1 cells, mock treated",Mus musculus,C57BL/6,,,,,preosteoblasts,
GSE45487,GSM1105566,2013,"Mouse preosteoblast MC3T3-E1 cells, mock treated",Mus musculus,C57BL/6,,,,,preosteoblasts,
GSE45487,GSM1105567,2013,"Mouse preosteoblast MC3T3-E1 cells, LIPUS treated",Mus musculus,C57BL/6,,,,,preosteoblasts,
GSE45487,GSM1105568,2013,"Mouse preosteoblast MC3T3-E1 cells, LIPUS treated",Mus musculus,C57BL/6,,,,,preosteoblasts,
GSE45487,GSM1105569,2013,"Mouse preosteoblast MC3T3-E1 cells, LIPUS treated",Mus musculus,C57BL/6,,,,,preosteoblasts,
GSE45487,GSM1155348,2013,Mouse preosteoblast MC3T3-E1cells,Mus musculus,C57BL/6,0-day-old newborn,,,,fibroblast-like,
GSE45487,GSM1155349,2013,Mouse preosteoblast MC3T3-E1cells,Mus musculus,C57BL/6,0-day-old newborn,,,,fibroblast-like,
GSE45487,GSM1155350,2013,Mouse preosteoblast MC3T3-E1cells,Mus musculus,C57BL/6,0-day-old newborn,,,,fibroblast-like,
GSE45491,GSM1105583,2013,Palatal mesenchymal cells; untreated,Mus musculus,,E14.0,,,,,
GSE45491,GSM1105584,2013,Palatal mesenchymal cells; treated with TGF-beta2,Mus musculus,,E14.0,,,,,
GSE45491,GSM1105585,2013,Palatal mesenchymal cells; treated with TGF-beta2 and with SB431542,Mus musculus,,E14.0,,,,,
GSE45491,GSM1105586,2013,Palatal mesenchymal cells; treated with TGF-beta2 and with5Z-7-Oxozeaenol,Mus musculus,,E14.0,,,,,
GSE45501,GSM1105727,2013,"Dorsal skin,2 days,small wave,replicate1",Ovis aries,,,,,,,
GSE45501,GSM1105728,2013,"Dorsal skin,2 days,large wave,replicate2",Ovis aries,,,,,,,
GSE45501,GSM1105729,2013,"Dorsal skin,2 days,large wave,replicate3",Ovis aries,,,,,,,
GSE45501,GSM1105730,2013,"Dorsal skin,2 days,large wave,replicate1",Ovis aries,,,,,,,
GSE45501,GSM1105731,2013,"Dorsal skin,2 days,small wave,replicate2",Ovis aries,,,,,,,
GSE45501,GSM1105732,2013,"Dorsal skin,2 days,small wave,replicate3",Ovis aries,,,,,,,
GSE45507,GSM1105754,2013,embryonic stem cell,Mus musculus,,,,,,embryonic stem cell,
GSE45507,GSM1105755,2013,embryonic stem cell,Mus musculus,,,,,,embryonic stem cell,
GSE45507,GSM1105756,2013,embryonic stem cell,Mus musculus,,,,,,embryonic stem cell,
GSE45507,GSM1105757,2013,embryonic stem cell,Mus musculus,,,,,,embryonic stem cell,
GSE45507,GSM1105758,2013,embryonic stem cell,Mus musculus,,,,,,embryonic stem cell,
GSE45507,GSM1105759,2013,embryonic stem cell,Mus musculus,,,,,,embryonic stem cell,
GSE45508,GSM1105760,2013,embryonic stem cell,Mus musculus,,,,,,embryonic stem cell,
GSE45508,GSM1105761,2013,embryonic stem cell,Mus musculus,,,,,,embryonic stem cell,
GSE45508,GSM1105762,2013,embryonic stem cell,Mus musculus,,,,,,embryonic stem cell,
GSE45508,GSM1105763,2013,embryonic stem cell,Mus musculus,,,,,,embryonic stem cell,
GSE45508,GSM1105764,2013,embryonic stem cell,Mus musculus,,,,,,embryonic stem cell,
GSE45508,GSM1105765,2013,embryonic stem cell,Mus musculus,,,,,,embryonic stem cell,
GSE45509,GSM1105754,2013,embryonic stem cell,Mus musculus,,,,,,embryonic stem cell,
GSE45509,GSM1105755,2013,embryonic stem cell,Mus musculus,,,,,,embryonic stem cell,
GSE45509,GSM1105756,2013,embryonic stem cell,Mus musculus,,,,,,embryonic stem cell,
GSE45509,GSM1105757,2013,embryonic stem cell,Mus musculus,,,,,,embryonic stem cell,
GSE45509,GSM1105758,2013,embryonic stem cell,Mus musculus,,,,,,embryonic stem cell,
GSE45509,GSM1105759,2013,embryonic stem cell,Mus musculus,,,,,,embryonic stem cell,
GSE45509,GSM1105760,2013,embryonic stem cell,Mus musculus,,,,,,embryonic stem cell,
GSE45509,GSM1105761,2013,embryonic stem cell,Mus musculus,,,,,,embryonic stem cell,
GSE45509,GSM1105762,2013,embryonic stem cell,Mus musculus,,,,,,embryonic stem cell,
GSE45509,GSM1105763,2013,embryonic stem cell,Mus musculus,,,,,,embryonic stem cell,
GSE45509,GSM1105764,2013,embryonic stem cell,Mus musculus,,,,,,embryonic stem cell,
GSE45509,GSM1105765,2013,embryonic stem cell,Mus musculus,,,,,,embryonic stem cell,
GSE45534,GSM1108136,2013,HT22 is a nerve cell line derived from mouse brain and is widely used to study nerve cell physiology.,Mus musculus,,,,,,,
GSE45534,GSM1108137,2013,HT22 is a nerve cell line derived from mouse brain and is widely used to study nerve cell physiology.,Mus musculus,,,,,,,
GSE45546,GSM1108395,2013,WT,Mus musculus,,,,,,,
GSE45546,GSM1108396,2013,WT,Mus musculus,,,,,,,
GSE45546,GSM1108397,2013,WT,Mus musculus,,,,,,,
GSE45546,GSM1108398,2013,Ttll5/Stamp KO,Mus musculus,,,,,,,
GSE45546,GSM1108399,2013,Ttll5/Stamp KO,Mus musculus,,,,,,,
GSE45546,GSM1108400,2013,Ttll5/Stamp KO,Mus musculus,,,,,,,
GSE45561,GSM1109740,2013,"Bone marrow wild-type HSCs, CD41-negative, replicate 1",Mus musculus,,,,,,Lin-sca1+ckit+flt3-CD41-,
GSE45561,GSM1109741,2013,"Bone marrow wild-type HSCs, CD41-negative, replicate 2",Mus musculus,,,,,,Lin-sca1+ckit+flt3-CD41-,
GSE45561,GSM1109742,2013,"Bone marrow wild-type HSCs, CD41-negative, replicate 3",Mus musculus,,,,,,Lin-sca1+ckit+flt3-CD41-,
GSE45561,GSM1109743,2013,"Bone marrow wild-type HSCs, CD41-positive, replicate 1",Mus musculus,,,,,,Lin-sca1+ckit+flt3-CD41+,
GSE45561,GSM1109744,2013,"Bone marrow wild-type HSCs, CD41-positive, replicate 2",Mus musculus,,,,,,Lin-sca1+ckit+flt3-CD41+,
GSE45561,GSM1109745,2013,"Bone marrow wild-type HSCs, CD41-positive, replicate 3",Mus musculus,,,,,,Lin-sca1+ckit+flt3-CD41+,
GSE45561,GSM1109746,2013,"Bone marrow wild-type LT-HSCs, 2mo, replicate 1",Mus musculus,,,,,,Lin-sca1+ckit+CD48-CD150+,
GSE45561,GSM1109747,2013,"Bone marrow wild-type LT-HSCs, 2mo, replicate 2",Mus musculus,,,,,,Lin-sca1+ckit+CD48-CD150+,
GSE45561,GSM1109748,2013,"Bone marrow wild-type LT-HSCs, 2mo, replicate 3",Mus musculus,,,,,,Lin-sca1+ckit+CD48-CD150+,
